 CRITICAL | 2023-10-17, 11:52:01 > Not found. | [] []
 CRITICAL | 2023-10-17, 12:13:37 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-17, 12:14:30 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-17, 13:34:43 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-17, 13:38:42 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-17, 13:40:38 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-17, 13:56:24 > Not found. | [] []
 CRITICAL | 2023-10-17, 13:56:41 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-17, 14:01:48 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-17, 14:06:45 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-17, 14:12:46 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-17, 14:17:57 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-17, 14:18:44 > Not found. | [] []
 CRITICAL | 2023-10-17, 14:23:09 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-17, 14:32:39 > An exception occurred while executing a query: SQLSTATE[42S02]: Base table or view not found: 1146 Table 'payment_api.payments' doesn't exist | [] []
 CRITICAL | 2023-10-17, 14:33:17 > An exception occurred while executing a query: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'method_id' in 'field list' | [] []
 CRITICAL | 2023-10-17, 14:34:10 > An exception occurred while executing a query: SQLSTATE[HY000]: General error: 1364 Field 'payment_method_name' doesn't have a default value | [] []
 CRITICAL | 2023-10-17, 14:39:06 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-17, 14:53:47 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-17, 14:59:19 > No transaction found | {"type":"/errors/no_transaction_found","title":"List of transaction","status":404,"detail":0,"instance":"/v1/transaction","records":[]} []
 CRITICAL | 2023-10-17, 15:03:51 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-17, 15:06:44 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-17, 15:17:01 > Could not convert PHP value '' to type date. Expected one of the following types: null, DateTime | [] []
 CRITICAL | 2023-10-17, 15:17:28 > Could not convert PHP value '17 Oct 2023' to type date. Expected one of the following types: null, DateTime | [] []
 CRITICAL | 2023-10-17, 15:30:04 > Could not convert PHP value '17 Oct 2023' to type date. Expected one of the following types: null, DateTime | [] []
 CRITICAL | 2023-10-17, 15:34:01 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-17, 15:37:42 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-17, 15:40:45 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
 CRITICAL | 2023-10-17, 15:44:21 > An exception occurred while executing a query: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'payment_method_id' cannot be null | [] []
